行政区划代码,注册年份,区县名称,所属城市,所属省份,一级行业,二级行业,三级行业,注册企业数,Unnamed: 9
130628.0,2020.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,快餐服务,32.0,
130628.0,2020.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,482.0,
130628.0,2020.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,饮料及冷饮服务,30.0,
130628.0,2020.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,电信,4.0,
130628.0,2020.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,1.0,
130628.0,2020.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,其他信息技术服务业,1.0,
130628.0,2020.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,数据处理和存储服务,1.0,
130628.0,2020.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,32.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,农、林、牧、渔服务业,农业服务业,5.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,农、林、牧、渔服务业,畜牧服务业,1.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,水果种植,1.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,蔬菜、食用菌及园艺作物种植,8.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,谷物种植,20.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,林业,林木育种和育苗,7.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,渔业,水产养殖,1.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,家禽饲养,3.0,
130628.0,2020.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,牲畜饲养,15.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,专用设备制造业,农、林、牧、渔专用机械制造,7.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,专用设备制造业,医疗仪器设备及器械制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,专用设备制造业,环保、社会公共服务及其他专用设备制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,专用设备制造业,纺织、服装和皮革加工专用设备制造,2.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,其他制造业,日用杂品制造,2.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,农副食品加工业,屠宰及肉类加工,18.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,农副食品加工业,蔬菜、水果和坚果加工,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,农副食品加工业,谷物磨制,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,农副食品加工业,饲料加工,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,印刷和记录媒介复制业,印刷,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,家具制造业,木质家具制造,5.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,金属废料和碎屑加工处理,10.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,非金属废料和碎屑加工处理,16.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,体育用品制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,工艺美术品制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,木材加工,2.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,29.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,橡胶制品业,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,5.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,照明器具制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,电线、电缆、光缆及电工器材制造,3.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,输配电及控制设备制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,319.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,31.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,纺织业,毛纺织及染整精加工,3.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,纺织业,针织或钩针编织物及其制品制造,5.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,纺织业,非家用纺织制成品制造,4.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,4.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,137.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,27.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,通用设备制造业,金属加工机械制造,3.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,6.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品、机械和设备修理业,专用设备修理,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品、机械和设备修理业,金属制品修理,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品业,其他金属制品制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品业,建筑、安全用金属制品制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品业,结构性金属制品制造,3.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品业,金属丝绳及其制品制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品业,金属制日用品制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品业,金属工具制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,金属制品业,集装箱及金属包装容器制造,1.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,石膏、水泥制品及类似制品制造,7.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,2.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,食品制造业,方便食品制造,28.0,
130628.0,2020.0,高阳县,保定市,河北省,制造业,食品制造业,焙烤食品制造,38.0,
130628.0,2020.0,高阳县,保定市,河北省,卫生和社会工作,卫生,门诊部（所）,9.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,清洁服务,25.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,保健服务,34.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,婚姻服务,9.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,家庭服务,11.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,殡葬服务,1.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗染服务,3.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗浴服务,1.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,142.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,家用电器修理,8.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,汽车、摩托车修理与维护,96.0,
130628.0,2020.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,计算机和办公设备维修,2.0,
130628.0,2020.0,高阳县,保定市,河北省,建筑业,土木工程建筑业,铁路、道路、隧道和桥梁工程建筑,5.0,
130628.0,2020.0,高阳县,保定市,河北省,建筑业,建筑安装业,管道和设备安装,3.0,
130628.0,2020.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,建筑装饰业,95.0,
130628.0,2020.0,高阳县,保定市,河北省,建筑业,房屋建筑业,房屋建筑业,57.0,
130628.0,2020.0,高阳县,保定市,河北省,房地产业,房地产业,房地产中介服务,3.0,
130628.0,2020.0,高阳县,保定市,河北省,房地产业,房地产业,房地产开发经营,12.0,
130628.0,2020.0,高阳县,保定市,河北省,房地产业,房地产业,物业管理,7.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,14.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,批发业,医药及医疗器材批发,1.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,批发业,文化、体育用品及器材批发,15.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,149.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,78.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,1232.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,129.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,65.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,20.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,家用电器及电子产品专门零售,66.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,文化、体育用品及器材专门零售,34.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,43.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,485.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,综合零售,104.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,货摊、无店铺及其他零售业,71.0,
130628.0,2020.0,高阳县,保定市,河北省,批发和零售业,零售业,食品、饮料及烟草制品专门零售,402.0,
130628.0,2020.0,高阳县,保定市,河北省,教育,教育,技能培训、教育辅助及其他教育,15.0,
130628.0,2020.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,休闲健身活动,9.0,
130628.0,2020.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,体育组织,3.0,
130628.0,2020.0,高阳县,保定市,河北省,文化、体育和娱乐业,娱乐业,室内娱乐活动,1.0,
130628.0,2020.0,高阳县,保定市,河北省,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,电影和影视节目制作,2.0,
130628.0,2020.0,高阳县,保定市,河北省,文化、体育和娱乐业,文化艺术业,其他文化艺术业,6.0,
130628.0,2020.0,高阳县,保定市,河北省,文化、体育和娱乐业,文化艺术业,文艺创作与表演,6.0,
130628.0,2020.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,公共设施管理业,绿化管理,2.0,
130628.0,2020.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,生态保护和环境治理业,环境治理业,3.0,
130628.0,2020.0,高阳县,保定市,河北省,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,电力生产,2.0,
130628.0,2020.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,工程技术,5.0,
130628.0,2020.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,环境与生态监测,1.0,
130628.0,2020.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,医学研究和试验发展,4.0,
130628.0,2020.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,31.0,
130628.0,2020.0,高阳县,保定市,河北省,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,56.0,
130628.0,2020.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,人力资源服务,10.0,
130628.0,2020.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,企业管理服务,17.0,
130628.0,2020.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,咨询与调查,11.0,
130628.0,2020.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,广告业,21.0,
130628.0,2020.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,旅行社及相关服务,3.0,
130628.0,2020.0,高阳县,保定市,河北省,租赁和商务服务业,租赁业,机械设备租赁,27.0,
130628.0,2020.0,高阳县,保定市,河北省,金融业,保险业,人身保险,1.0,
130628.0,2020.0,高阳县,保定市,河北省,金融业,保险业,保险经纪与代理服务,1.0,
130628.0,2020.0,高阳县,保定市,河北省,金融业,货币金融服务,货币银行服务,1.0,
130628.0,2020.0,高阳县,保定市,河北省,金融业,资本市场服务,资本投资服务,1.0,
130628.0,2021.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,仓储业,谷物、棉花等农产品仓储,1.0,
130628.0,2021.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,装卸搬运,2.0,
130628.0,2021.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,57.0,
130628.0,2021.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路运输辅助活动,1.0,
130628.0,2021.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,7.0,
130628.0,2021.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,其他餐饮业,2.0,
130628.0,2021.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,快餐服务,78.0,
130628.0,2021.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,477.0,
130628.0,2021.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,饮料及冷饮服务,42.0,
130628.0,2021.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,1.0,
130628.0,2021.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,其他信息技术服务业,1.0,
130628.0,2021.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,32.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,农、林、牧、渔服务业,农业服务业,4.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,水果种植,1.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,蔬菜、食用菌及园艺作物种植,8.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,谷物种植,51.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,豆类、油料和薯类种植,1.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,林业,林木育种和育苗,1.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,渔业,水产养殖,1.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,家禽饲养,1.0,
130628.0,2021.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,牲畜饲养,30.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,专用设备制造业,农、林、牧、渔专用机械制造,6.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,专用设备制造业,环保、社会公共服务及其他专用设备制造,3.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,农副食品加工业,屠宰及肉类加工,4.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,家具制造业,木质家具制造,3.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,金属废料和碎屑加工处理,5.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,非金属废料和碎屑加工处理,3.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,工艺美术品制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,木材加工和木、竹、藤、棕、草制品业,木材加工,3.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,45.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,11.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,皮革、毛皮、羽毛及其制品和制鞋业,制鞋业,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,皮革、毛皮、羽毛及其制品和制鞋业,皮革制品制造,2.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,240.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,15.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,纺织业,针织或钩针编织物及其制品制造,5.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,纺织业,非家用纺织制成品制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,198.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,通用设备制造业,泵、阀门、压缩机及类似机械制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,通用设备制造业,通用零部件制造,25.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,通用设备制造业,金属加工机械制造,3.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,通用设备制造业,锅炉及原动设备制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,7.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,金属制品业,结构性金属制品制造,4.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,金属制品业,金属制日用品制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,金属制品业,集装箱及金属包装容器制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,石膏、水泥制品及类似制品制造,5.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,1.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,食品制造业,方便食品制造,10.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,食品制造业,焙烤食品制造,35.0,
130628.0,2021.0,高阳县,保定市,河北省,制造业,黑色金属冶炼和压延加工业,钢压延加工,1.0,
130628.0,2021.0,高阳县,保定市,河北省,卫生和社会工作,卫生,门诊部（所）,3.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,其他服务业,清洁服务,16.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,保健服务,46.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,婚姻服务,12.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,家庭服务,4.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗染服务,4.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗浴服务,4.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,149.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,家用电器修理,9.0,
130628.0,2021.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,机动车、电子产品和日用产品修理业,汽车、摩托车修理与维护,59.0,
130628.0,2021.0,高阳县,保定市,河北省,建筑业,土木工程建筑业,铁路、道路、隧道和桥梁工程建筑,2.0,
130628.0,2021.0,高阳县,保定市,河北省,建筑业,建筑安装业,管道和设备安装,1.0,
130628.0,2021.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,其他未列明建筑业,1.0,
130628.0,2021.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,建筑装饰业,60.0,
130628.0,2021.0,高阳县,保定市,河北省,建筑业,房屋建筑业,房屋建筑业,69.0,
130628.0,2021.0,高阳县,保定市,河北省,房地产业,房地产业,房地产中介服务,9.0,
130628.0,2021.0,高阳县,保定市,河北省,房地产业,房地产业,房地产开发经营,11.0,
130628.0,2021.0,高阳县,保定市,河北省,房地产业,房地产业,物业管理,1.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,其他批发业,4.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,38.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,医药及医疗器材批发,5.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,文化、体育用品及器材批发,15.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,239.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,83.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,1372.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,贸易经纪与代理,1.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,112.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,47.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,24.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,家用电器及电子产品专门零售,44.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,文化、体育用品及器材专门零售,45.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,53.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,803.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,综合零售,144.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,货摊、无店铺及其他零售业,41.0,
130628.0,2021.0,高阳县,保定市,河北省,批发和零售业,零售业,食品、饮料及烟草制品专门零售,477.0,
130628.0,2021.0,高阳县,保定市,河北省,教育,教育,技能培训、教育辅助及其他教育,5.0,
130628.0,2021.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,休闲健身活动,11.0,
130628.0,2021.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,体育组织,5.0,
130628.0,2021.0,高阳县,保定市,河北省,文化、体育和娱乐业,娱乐业,室内娱乐活动,6.0,
130628.0,2021.0,高阳县,保定市,河北省,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,电影和影视节目制作,1.0,
130628.0,2021.0,高阳县,保定市,河北省,文化、体育和娱乐业,文化艺术业,其他文化艺术业,3.0,
130628.0,2021.0,高阳县,保定市,河北省,文化、体育和娱乐业,文化艺术业,文艺创作与表演,11.0,
130628.0,2021.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,公共设施管理业,绿化管理,3.0,
130628.0,2021.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,生态保护和环境治理业,环境治理业,4.0,
130628.0,2021.0,高阳县,保定市,河北省,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,电力生产,3.0,
130628.0,2021.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,工程技术,4.0,
130628.0,2021.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,测绘服务,1.0,
130628.0,2021.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,农业科学研究和试验发展,1.0,
130628.0,2021.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,11.0,
130628.0,2021.0,高阳县,保定市,河北省,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,82.0,
130628.0,2021.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,人力资源服务,5.0,
130628.0,2021.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,企业管理服务,34.0,
130628.0,2021.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,其他商务服务业,3.0,
130628.0,2021.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,咨询与调查,10.0,
130628.0,2021.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,广告业,31.0,
130628.0,2021.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,旅行社及相关服务,3.0,
130628.0,2021.0,高阳县,保定市,河北省,租赁和商务服务业,租赁业,机械设备租赁,17.0,
130628.0,2021.0,高阳县,保定市,河北省,金融业,保险业,人身保险,1.0,
130628.0,2021.0,高阳县,保定市,河北省,金融业,保险业,保险经纪与代理服务,1.0,
130628.0,2021.0,高阳县,保定市,河北省,金融业,资本市场服务,资本投资服务,1.0,
130628.0,2022.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,装卸搬运,2.0,
130628.0,2022.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,75.0,
130628.0,2022.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,8.0,
130628.0,2022.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,快餐服务,95.0,
130628.0,2022.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,388.0,
130628.0,2022.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,饮料及冷饮服务,8.0,
130628.0,2022.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,3.0,
130628.0,2022.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,24.0,
130628.0,2022.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息系统集成服务,1.0,
130628.0,2022.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,20.0,
130628.0,2022.0,高阳县,保定市,河北省,农、林、牧、渔业,农、林、牧、渔服务业,农业服务业,4.0,
130628.0,2022.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,中药材种植,1.0,
130628.0,2022.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,水果种植,13.0,
130628.0,2022.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,蔬菜、食用菌及园艺作物种植,44.0,
130628.0,2022.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,谷物种植,133.0,
130628.0,2022.0,高阳县,保定市,河北省,农、林、牧、渔业,渔业,水产养殖,3.0,
130628.0,2022.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,牲畜饲养,123.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,专用设备制造业,农、林、牧、渔专用机械制造,10.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,专用设备制造业,化工、木材、非金属加工专用设备制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,专用设备制造业,环保、社会公共服务及其他专用设备制造,5.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,专用设备制造业,采矿、冶金、建筑专用设备制造,2.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,化学原料和化学制品制造业,日用化学产品制造,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,印刷和记录媒介复制业,印刷,1.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,家具制造业,木质家具制造,7.0,
130628.0,2022.0,高阳县,保定市,河北省,制造业,废弃资源综合利用业,金属废料和碎屑加工处理,21.0,
